T_ISSHOWITEM,Category,Garment,GarmentCode,Repairs & Alteration,Dry Cleaning,Extra Large Sheers,Express,Home Cleaning,Pressing Only,Laundry,Normal Laundry Bag,Load Wash,Long Laundry Bag,Long Suit Bag,Normal Suit Bag,Alteration & Repairs,Shoe Cleaning,Wash and Fold
0,Adult,Normal Suit Bag,NSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Cap,CAP,0,500,0,0,0,125,300,0,0,0,0,0,0,0,0
1,Adult,2 Piece Sari Suit,2PSARI,0,1200,0,0,0,600,0,0,0,0,0,0,0,0,0
1,Adult,White 2 Piece Suit,W2PS,0,1200,0,0,0,600,0,0,0,0,0,0,0,0,0
1,Adult,3 Piece Sari Suit,3PSARI,0,1500,0,0,0,700,0,0,0,0,0,0,0,0,0
1,Adult,Top,TP,0,350,0,600,0,200,350,0,0,0,0,0,0,0,0
1,Adult,Tshirts,TST,0,400,0,450,0,200,350,0,0,0,0,0,0,0,0
1,Adult,Shirt,SHRT,0,500,0,600,0,200,400,0,0,0,0,0,0,0,0
1,Adult,Tight/Stockings,TSTK,0,0,0,0,0,125,300,0,0,0,0,0,0,0,0
1,Adult,Socks,SCKS,0,0,0,0,0,25,70,0,0,0,0,0,0,0,0
1,Adult,Scarf Small,SCFS,0,450,0,575,0,250,300,0,0,0,0,0,0,0,0
1,Adult,Scarf Large,SCFL,0,600,0,0,0,300,550,0,0,0,0,0,0,0,0
1,Adult,Polo Tshirt,PTST,0,0,0,0,0,150,350,0,0,0,0,0,0,0,0
1,Adult,Pajama Suit,PJMS,0,800,0,0,0,450,800,0,0,0,0,0,0,0,0
1,Adult,Trouser,TRS,0,500,0,750,0,250,600,0,0,0,0,0,0,0,0
1,Adult,Advocate Gown,ADVG,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,African Shirt,AFRSHT,0,550,0,0,0,300,0,0,0,0,0,0,0,0,0
1,Adult,Jeans,JNS,0,0,0,750,0,250,500,0,0,0,0,0,0,0,0
1,Adult,Kanzu,KNZ,0,800,0,900,0,300,700,0,0,0,0,0,0,0,0
1,Adult,Labcoat,LBC,0,0,0,0,0,125,350,0,0,0,0,0,0,0,0
1,Adult,2 Piece Suit,2PS,0,1000,0,1500,0,500,900,0,0,0,0,0,0,0,0
1,Adult,Coat,CT,0,600,0,800,0,300,550,0,0,0,0,0,0,0,0
1,Adult,3 Piece Suit,3PS,0,1300,0,1800,0,600,0,0,0,0,0,0,1300,0,0
1,Adult,African Attire,AA,0,1200,0,1500,0,600,0,0,0,0,0,0,0,0,0
1,Adult,Beaded Dress,BD,0,1800,0,0,0,600,0,0,0,0,0,0,0,0,0
1,Adult,Blouse,BZ,0,600,0,525,0,225,450,0,0,0,0,0,0,0,0
1,Adult,Bride Maid Dress,BMD,0,1800,0,0,0,700,1500,0,0,0,0,0,0,0,0
1,Adult,Dress,DR,0,800,0,1200,0,325,700,0,0,0,0,0,0,0,0
1,Adult,Long Dress,LDR,0,1200,0,1500,0,600,900,0,0,0,0,0,0,0,0
1,Adult,Evening Dress,EVDR,0,1500,0,1800,0,600,1000,0,0,0,0,0,0,0,0
1,Adult,Fleece Jacket,FLCJ,0,800,0,0,0,0,600,0,0,0,0,0,0,0,0
1,Adult,Graduation Gown,GG,0,1500,0,2000,0,525,1000,0,0,0,0,0,0,0,0
1,Adult,Wedding Dress Straight,WDS,0,3500,0,0,0,1750,3500,0,0,0,0,0,0,0,0
1,Adult,Wedding Dress Beaded,WDB,0,5000,0,0,0,2500,4000,0,0,0,0,0,0,0,0
1,Adult,Wedding Dress Princess,WDP,0,4500,0,0,0,2000,5000,0,0,0,0,0,0,0,0
1,Adult,Half Jacket,HJ,0,550,0,0,0,200,550,0,0,0,0,0,0,0,0
0,Adult,Sari Scarf Small,SRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Half Coat,HC,0,400,0,0,0,200,400,0,0,0,0,0,0,0,0
1,Adult,Half Leather,HL,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Half Sweater,HS,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Jacket,JCK,0,800,0,1000,0,400,700,0,0,0,0,0,0,0,0
1,Adult,Jacket Light,JCKL,0,600,0,1000,0,400,600,0,0,0,0,0,0,0,0
1,Adult,Jacket Puffy,JCKTP,0,1000,0,1500,0,0,850,0,0,0,0,0,0,0,0
1,Adult,Jumper,JMP,0,600,0,800,0,225,450,0,0,0,0,0,0,0,0
1,Adult,Kaunda Suit,KUS,0,850,0,0,0,425,850,0,0,0,0,0,0,0,0
1,Adult,Kurt Suit,KS,0,750,0,0,0,375,750,0,0,0,0,0,0,0,0
1,Adult,Khaki,KHK,0,500,0,0,0,225,450,0,0,0,0,0,0,0,0
1,Adult,Leather Jacket,LJKT,0,3500,0,0,0,1775,0,0,0,0,0,0,0,0,0
1,Adult,Coat Long,CL,0,700,0,0,0,375,0,0,0,0,0,0,0,0,0
1,Adult,Skirt Long,SKTL,0,650,0,0,0,275,700,0,0,0,0,0,0,0,0
1,Adult,Pleated Skirt,PLTS,0,700,0,0,0,325,650,0,0,0,0,0,0,0,0
1,Adult,Pleated Dress,PLTD,0,900,0,0,0,425,850,0,0,0,0,0,0,0,0
1,Adult,Punjabi Suit,PJBS,0,1100,0,0,0,375,750,0,0,0,0,0,0,0,0
1,Adult,Punjabi Top,PJBT,0,550,0,0,0,275,400,0,0,0,0,0,0,0,0
1,Adult,School Blazer,SCB,0,450,0,0,0,225,0,0,0,0,0,0,0,0,0
1,Adult,Trench Coat Short,TRCS,0,800,0,1000,0,275,750,0,0,0,0,0,0,0,0
1,Adult,Trench Coat Long,TRCL,0,1000,0,1500,0,375,1000,0,0,0,0,0,0,0,0
1,Adult,Suede Jacket,SJCKT,0,3500,0,0,0,1250,0,0,0,0,0,0,0,0,0
1,Adult,Sweater,SWT,0,600,0,800,0,200,450,0,0,0,0,0,0,0,0
1,Adult,Sweater Top,SWTT,0,450,0,0,0,500,0,0,0,0,0,0,0,0,0
1,Adult,Vests,VST,0,0,0,0,0,100,250,0,0,0,0,0,0,0,0
1,Adult,Undergarments,UDGM,0,0,0,0,0,50,200,0,0,0,0,0,0,0,0
1,Adult,Track Suit,TRCKS,0,1000,0,0,0,375,1000,0,0,0,0,0,0,0,0
1,Adult,Towel Large,TWL,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
1,Adult,Towel Medium,TWM,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0
1,Adult,Towel Small,TWS,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
1,Adult,Short,SHT,0,0,0,525,0,125,350,0,0,0,0,0,0,0,0
1,Adult,Overall,OVRL,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0
1,Adult,Tie,TIE,0,100,0,0,0,75,0,0,0,0,0,0,0,0,0
0,Adult,Tie Complementary,TIEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Waist Coat,WC,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Kurt Shirt,KRTSHT,0,450,0,0,0,0,450,0,0,0,0,0,0,0,0
1,Adult,Shawl,SHWL,0,450,0,0,0,0,550,0,0,0,0,0,0,0,0
1,Adult,Skirt,SKT,0,500,0,700,0,300,0,0,0,0,0,0,0,0,0
0,Adult,Gown,Gwn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,White Coat,Wct,0,700,0,0,0,0,650,0,0,0,0,0,0,0,0
1,Adult,Sari Scarf,Sscf,0,550,0,0,0,150,0,0,0,0,0,0,0,0,0
1,Adult,Jump Suit,Jmps,0,0,0,0,0,425,750,0,0,0,0,0,0,0,0
1,Adult,Bed Cover,Bdcvr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Pleated Dress Long,PDL,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Active Wear Short,AWS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Active Wear Shirt,AWShrt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Active Wear Jacket,AWJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Bomber Jacket,Bjckt,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Sweat Tops,Swtop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Sweat Pants,Swtp,0,0,0,0,0,175,350,0,0,0,0,0,0,0,0
0,Adult,Kaftan,Kftn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Jeans Jacket,JJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Jeans Trouser,JT,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0
0,Adult,Jeans Short,JS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Small Suede/Leather Handbag,SSHB,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Laundry Garment,LDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Cassock,Cask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Priest Robe,Prstr,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,2pc Indian Suit,2ISUT,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,3Pc Indian Suit,3PSUT,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Sari Dress,SRD,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Sari Scarf Extra Large,Scel,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Sari Scarf Large,SScl,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Sari Scarf small,SSS,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Sari Scarf Medium,Sscm,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Coat S,Coats,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Hat,Ht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Sari,Sar,0,2000,0,0,0,525,0,0,0,0,0,0,0,0,0
1,Adult,Sari Skirt,Sars,0,1000,0,0,0,0,800,0,0,0,0,0,800,0,0
1,Adult,Cardigan,Cdg,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Fur Coat,Fct,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Indian Attire,Indatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Boots,Bts,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0
1,Adult,Fancy Jumpsuit,Fjspt,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0
0,Adult,Beaded Skirt,Bds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Handkerchief,HCF,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
1,Adult,Long Sweater,LS,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Fancy Dress,1 pse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Offer Shirt,OS,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0
0,Adult,Blanket,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Dress Suit,DS,0,1100,0,0,0,0,1050,0,0,0,0,0,0,0,0
1,Adult,Skirt Suit,SS,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Starched Shirt,SSHRT,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0
0,Adult,Long Starched Dress,SSDrs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Short Starched Dress,SSDrss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Fancy Sari,FCSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Drivers Suit,DDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Chef uniform,CHU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Jerseys,Jz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Short Games Kit,STK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Trouser Games Kit,Tgk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Suede Skirt,SSKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Petticoat,PTC,0,500,0,0,0,0,500,0,0,0,0,0,0,0,0
0,Adult,Pleated Dress Suit,PDRSUIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Special Item 1,SpI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Buibui,Bbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Beaded African Dress,BAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,African Dress,AD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Dinner Dress,DDRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Leather Bag,LB,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0
0,Adult,Leather Shoes,LSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Starch,STR,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
0,Adult,Throw Blanket,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Shirt + Starch,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Sashes,Sas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Pair of sneakers,POS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Storage Fee,SF,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0
1,Adult,Saree Scarf,SSCRF,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
0,Adult,Saree Skirt,SKRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Saree Top,SRTP,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Saree Dress,SRDR,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bearded Short Dress,BSDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bearded Long Dress,BLDRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bearded Top/Blouse,BTBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bearded Scarf,BSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bearded Jumpsuit,BDJS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bearded Coat/Blazer,BCBZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Bearded Saree Dress,BDSD,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Jumpsuit,JST,0,1000,0,0,0,0,900,0,0,0,0,0,0,0,0
0,Adult,Blanket Small,BLKTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Blanket King size,BLKTKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Kimono Short,KSHORT,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Kimono Long,KMLNG,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Poncho,PONCHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Ladies 2pc Set,LD2PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Kurt Suit 2pc,Kurt2pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Kurt Suit 3pc,Kurt3pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Pressing Shirt,PressShirt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Pressing Tshirt,PressTshirt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Pressing 2pc Suit,Press 2pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Pressing 3pc suit,Press3pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Pleated Jumpsuit,PJMPST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Sporting Overal,SPOVRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Jacket Heavy,JKT,0,1000,0,1500,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bearded Skirt,BDSKRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Sash,SASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Veil,Veil,0,300,0,0,0,0,300,0,0,0,0,0,0,0,0
0,Adult,Leather Skirt,LSKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Sari Skirt Beaded,SSB,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Dust Coat,DSTCt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Hood,Hood,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bow Tie,Bowtie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Camisol,Camisol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Apron,Apron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Scarf,Scarf,0,400,0,0,0,250,350,0,0,0,0,0,0,0,0
0,Adult,Biker,Biker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Leggings,Leggings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Night Dress,NGTDRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Slack,Slack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Sweat Tshirt,swtsrt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bra,Bra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Chef Jacket,chefjkt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,3 PC Punjabi Suit,3PCPJS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Special Suit,SPST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Hijab,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,4 Suits Offer,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Rain Coat,RC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Reflector Vest,RV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Fancy Coat,FC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Kanzu short,Kanzushort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,2pc Outfit,2pcOutfit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,3 Shirts Offer,3shirts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Belt,Blt,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
0,Adult,Basket Offer,bskt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Basket Offer 2,bsktoffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Small Leather Handbag,SLHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Medium Leather Handbag,MLHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Large Leather Handbag,LLHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Scatter Cushions,SCSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Helmet,Hmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Staff Dress,SDRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Sweater Dress,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Tshirt test wash,TTW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Bodycon Dress,BDRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Leather Trouser,Ltr,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0
0,Adult,baptism Robe,BPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Half Leather Dress,HLD,0,2000,0,0,0,0,2000,0,0,0,0,0,0,0,0
0,Adult,Large wedding Dress,LWD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Pocho,PCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,African Coat,AFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Pocket Square,Psq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Kitenge Dress,KD,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Kitenge shirt,KitS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Marvin,MR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Leather Shirt,Lsrt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Adult,Wedding Tail,WT,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,2pc African Attire,2pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Kanzu Trouser,KTr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Light Leather Jacket,LLJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Suede Trench Coat,STCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Suede Dress,SDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Adult,Scrubs,SCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
